date,day_start_ts_s,price_open_usd,price_high_usd,price_low_usd,price_close_usd,market_cap_close_usd,volume_24h_close_usd
2025-08-11,1754870400.0,4250.615963435331,4329.349909108529,4180.411674325848,4227.12990164748,510232609823.2959,43870887645.4637
2025-08-12,1754956800.0,4230.6276301156,4604.049066142797,4230.6276301156,4579.092108876254,552273907945.3256,52444253186.88269
2025-08-13,1755043200.0,4595.036847181483,4764.059256437557,4578.337731576656,4764.059256437557,576030296811.2699,58291038705.64932
2025-08-14,1755129600.0,4750.841644372325,4776.316297664901,4472.9478535800845,4536.993501403145,546805224768.07227,61907439495.83419
2025-08-15,1755216000.0,4560.320575406474,4652.2235757529015,4386.035919898839,4484.038379608297,540719169758.38763,46200370792.54049
2025-08-16,1755302400.0,4430.532465017841,4489.322103036408,4388.622203435841,4427.9779936676905,535082751385.0361,23293587368.98897
2025-08-17,1755388800.0,4423.427841805725,4563.720883287974,4411.989814369911,4530.179357292165,546838382920.49963,26787572737.037346
2025-08-18,1755475200.0,4485.033789094146,4485.033789094146,4253.453671625841,4344.315720750668,524762503473.555,47158858077.6861
2025-08-19,1755561600.0,4317.2757573282315,4345.627728915809,4133.66525923688,4133.66525923688,499595953592.83606,42987533167.33394
2025-08-20,1755648000.0,4080.647740086776,4361.716783581947,4080.647740086776,4361.716783581947,527330106023.0996,45421363106.90165
2025-08-21,1755734400.0,4335.095011843836,4335.095011843836,4219.881963694916,4249.305258031314,512920667125.1147,27478105371.78279
2025-08-22,1755820800.0,4224.438592580698,4850.149717926177,4224.438592580698,4806.585528447295,581118793418.4663,60523221703.854866
2025-08-23,1755907200.0,4829.225541798332,4829.225541798332,4695.156193510311,4781.222409255611,575430745498.8859,23665604183.278336
2025-08-24,1755993600.0,4773.884088598777,4926.089754676351,4738.395358438083,4777.997674218602,576580429931.9341,38395375670.287605
2025-08-25,1756080000.0,4778.10916071381,4778.10916071381,4369.918094317199,4392.896227429519,531304172289.75745,47431558086.217606
2025-08-26,1756166400.0,4381.626176071471,4596.292342916886,4342.268648804635,4595.629541989182,554342649945.547,45420891004.88828
2025-08-27,1756252800.0,4602.369685333965,4653.7854843367795,4520.77654133945,4525.379821678664,546437579055.2216,35098808975.206764
2025-08-28,1756339200.0,4503.24929143207,4608.788768340618,4458.948743671207,4510.373554966164,544277765682.8735,29273481267.906384
2025-08-29,1756425600.0,4510.743657697646,4510.743657697646,4279.958551412731,4355.937759629875,525617043186.3852,36720975853.77822
2025-08-30,1756512000.0,4359.242872747144,4405.514986473105,4280.510892223094,4358.346276011651,525679460054.3425,18616289110.470192
2025-08-31,1756598400.0,4373.360357620914,4487.412108882138,4373.360357620914,4437.747885228588,535604529124.3629,20906266464.357216
2025-09-01,1756684800.0,4388.931464519364,4476.476296546988,4241.805589932651,4285.513499041529,517513218000.95874,31665392955.50361
2025-09-02,1756771200.0,4314.33684565863,4405.51496980963,4274.517146643319,4327.274249228913,522276324745.4345,33451769625.912895
2025-09-03,1756857600.0,4325.856306225941,4482.357700797971,4306.388722785641,4470.542882578564,539462295864.5806,29850312485.77926
2025-09-04,1756944000.0,4451.0636436771065,4468.186233261665,4275.769638294805,4345.2362298073795,524322264156.0235,28733710872.56529
2025-09-05,1757030400.0,4298.094660544595,4465.500324291025,4273.145826961314,4313.626874707965,520716305805.3701,38649612620.5497
